sample_id,crop_label,N,P,K,pH,soil_moisture,temperature,humidity,rainfall,solar_radiation,elevation,irrigation,previous_crop
S1047750,rice,0.255,20.68,69.29,6.6,9.8,11.81,56.52,87.58,19.65,2334.2,irrigated,pulses
S1029809,maize,0.37,28.33,219.84,6.57,12.94,24.97,51.57,143.54,27.69,456.14,rainfed,pulses
S1010645,millet,0.403,24.07,240.97,6.36,10.12,22.55,56.98,80.87,20.96,185.4,irrigated,rice
S1036535,barley,0.335,20.34,271.47,6.1,4.33,16.83,97.54,631.27,17.65,1913.58,irrigated,maize
S1022450,wheat,0.195,30.03,81.18,7.07,18.16,26.71,83.17,479.81,21.79,711.45,irrigated,rice
S1012622,wheat,0.363,23.8,222.81,5.4,15.01,26.48,80.0,291.93,21.53,2351.59,rainfed,wheat
S1064488,rice,0.153,42.47,129.37,6.34,13.56,23.55,59.4,149.61,20.35,1376.72,irrigated,pulses
S1095278,sugarcane,0.151,35.11,204.58,7.71,21.05,21.51,67.84,468.93,25.36,300.7,rainfed,fallow
S1007881,lentil,0.548,41.04,192.94,5.65,6.94,17.66,91.08,277.95,19.34,1143.08,rainfed,pulses
S1049935,potato,0.563,57.1,271.85,6.94,1.91,9.03,47.36,90.81,14.9,2256.49,irrigated,wheat
S1009694,maize,0.276,32.74,138.76,5.93,11.95,10.13,76.22,594.2,14.35,1067.26,rainfed,wheat
S1078963,wheat,0.294,17.64,123.94,7.18,9.23,7.35,58.81,230.99,20.27,2300.39,rainfed,fallow
S1055559,wheat,0.212,40.88,122.36,8.34,1.62,17.56,55.53,232.55,20.07,1245.44,irrigated,rice
S1016461,barley,0.303,23.03,79.54,6.52,24.02,21.16,48.59,558.42,21.58,2094.56,rainfed,vegetable
S1025389,sugarcane,0.428,44.25,215.46,7.68,9.54,5.88,73.61,514.89,23.22,2133.56,rainfed,pulses
S1031290,potato,0.351,19.19,131.8,5.62,5.67,15.8,24.69,94.5,24.82,1356.33,rainfed,wheat
S1070859,mustard,0.628,28.78,341.82,6.54,18.46,29.15,41.46,177.72,18.7,15.06,irrigated,vegetable
S1041691,potato,0.28,21.13,152.99,5.25,0.1,17.72,49.78,522.29,21.98,160.38,irrigated,pulses
S1095687,wheat,0.275,38.89,262.08,6.33,3.21,26.32,64.61,285.44,19.35,915.37,rainfed,maize
S1002442,mustard,0.502,46.94,255.67,6.46,10.41,13.68,56.4,603.66,18.38,1904.75,rainfed,vegetable
S1078562,wheat,0.408,37.45,292.06,6.92,12.17,18.31,54.57,603.61,16.28,1530.25,rainfed,fallow
S1013722,lentil,0.24,25.43,215.05,7.23,9.64,16.93,45.7,375.55,17.32,554.16,irrigated,maize
S1010762,wheat,0.327,36.06,35.75,7.22,16.64,16.72,72.59,337.43,17.86,1762.59,irrigated,rice
S1083818,maize,0.515,46.8,96.4,6.1,5.06,22.46,61.99,393.74,23.37,2417.37,rainfed,wheat
S1005069,soybean,0.443,19.21,225.44,6.6,10.6,21.12,49.45,963.27,18.54,30.01,rainfed,rice
S1097055,millet,0.133,1.0,237.82,6.94,11.14,21.08,34.56,110.91,20.06,535.76,rainfed,wheat
S1048154,mustard,0.078,36.75,188.0,8.72,9.78,32.62,44.62,117.9,14.55,196.9,irrigated,vegetable
S1048614,maize,0.141,14.01,162.19,6.41,11.33,28.71,36.32,90.41,19.47,1992.57,irrigated,maize
S1043652,sugarcane,0.065,32.51,168.26,7.7,13.1,31.27,67.17,139.34,24.84,227.5,irrigated,rice
S1000347,rice,0.439,43.3,168.25,7.17,12.51,22.14,62.45,709.36,17.34,113.26,rainfed,wheat
S1095471,wheat,0.253,32.95,185.41,5.0,14.66,14.27,50.96,239.85,19.27,2144.99,irrigated,fallow
S1037652,rice,0.331,30.09,79.08,6.57,9.06,28.95,71.27,226.75,25.48,69.54,rainfed,wheat
S1083844,millet,0.207,30.4,221.73,6.29,19.75,27.52,64.79,76.73,21.41,1468.53,irrigated,fallow
S1063808,wheat,0.377,63.37,239.69,5.4,10.21,16.67,10.0,102.04,10.78,1161.93,rainfed,pulses
S1005979,wheat,0.54,68.87,286.46,5.94,9.56,16.97,63.85,355.45,13.83,1439.48,irrigated,wheat
S1093213,wheat,0.423,40.27,176.18,6.29,16.39,1.37,46.22,515.22,12.79,1648.75,rainfed,rice
S1089165,wheat,0.449,35.87,259.96,6.36,15.92,13.7,77.46,136.73,21.36,1481.02,rainfed,rice
S1043990,lentil,0.153,38.15,150.62,6.87,4.69,22.54,73.7,190.38,25.49,1146.22,rainfed,fallow
S1043737,soybean,0.337,18.15,242.29,4.87,7.99,25.77,53.83,354.93,18.06,68.17,rainfed,rice
S1033156,mustard,0.405,45.28,181.84,7.0,11.15,23.39,44.5,129.17,15.15,808.52,rainfed,maize
S1051636,wheat,0.398,36.15,75.85,6.28,5.9,16.78,73.0,154.15,13.47,1725.88,rainfed,wheat
S1017719,wheat,0.191,34.07,92.69,7.16,9.13,0.36,43.15,159.85,17.88,1522.17,rainfed,pulses
S1021549,soybean,0.428,24.66,249.13,4.83,12.96,23.64,72.21,355.92,9.5,1687.91,rainfed,vegetable
S1056418,maize,0.352,38.78,255.89,6.69,15.16,17.75,39.09,837.05,18.63,1975.73,irrigated,vegetable
S1020972,lentil,0.456,29.57,174.73,7.03,17.73,21.84,53.85,479.07,23.34,628.3,rainfed,wheat
S1033567,rice,0.271,21.87,157.57,6.97,3.72,29.32,46.54,135.03,15.01,126.06,irrigated,vegetable
S1012724,lentil,0.378,25.54,256.12,7.42,13.59,14.85,58.43,269.83,18.37,1745.58,rainfed,fallow
S1097216,maize,0.402,33.57,72.5,7.03,7.07,15.95,44.35,444.39,25.05,308.84,rainfed,rice
S1079662,mustard,0.668,28.69,241.54,7.06,11.53,2.01,46.22,15.98,19.39,2358.8,irrigated,fallow
S1049774,maize,0.338,48.88,106.45,8.37,5.58,21.85,75.89,1024.15,22.86,1464.08,irrigated,vegetable
S1088192,wheat,0.445,28.21,232.49,5.93,10.71,28.72,49.97,314.49,12.83,553.8,irrigated,vegetable
S1073860,wheat,0.313,47.93,144.47,6.93,9.38,17.23,47.28,267.42,16.88,702.67,irrigated,wheat
S1047744,barley,0.572,40.0,180.74,7.54,3.24,20.8,59.91,164.35,20.24,1382.92,rainfed,wheat
S1079209,sugarcane,0.294,22.47,103.15,5.35,6.54,8.36,26.38,388.3,21.81,1958.5,rainfed,wheat
S1029634,rice,0.363,24.34,221.74,7.75,13.87,17.38,55.43,661.64,14.2,1313.15,irrigated,vegetable
S1055953,wheat,0.474,42.16,321.72,5.92,8.83,13.56,75.29,103.45,10.05,651.94,rainfed,pulses
S1096224,lentil,0.37,42.6,271.76,5.96,12.84,14.28,75.86,116.95,20.85,1967.03,irrigated,wheat
S1017359,wheat,0.35,48.72,268.08,6.2,10.5,22.75,54.27,393.69,20.35,1595.58,rainfed,maize
S1095046,wheat,0.328,22.52,151.28,7.63,8.15,14.94,47.21,493.73,13.86,484.96,irrigated,vegetable
S1075987,sugarcane,0.168,41.67,216.65,6.95,9.24,35.19,62.4,266.5,26.52,680.5,irrigated,rice
S1085466,rice,0.269,42.86,104.39,5.89,11.12,7.36,50.52,130.22,17.99,1328.1,irrigated,wheat
S1073473,sugarcane,0.275,17.59,186.11,6.98,8.72,25.05,56.08,366.25,18.22,1179.85,rainfed,wheat
S1007055,rice,0.207,27.09,179.64,6.88,3.93,20.44,63.17,736.57,13.21,299.37,irrigated,pulses
S1083281,barley,0.308,9.45,177.31,6.67,9.25,15.87,68.21,588.23,19.84,19.4,rainfed,vegetable
S1003235,lentil,0.265,40.62,152.78,7.58,6.25,15.54,39.29,163.08,24.71,585.51,irrigated,wheat
S1071686,mustard,0.193,52.47,181.07,5.53,8.41,19.56,94.78,171.9,14.67,765.16,irrigated,maize
S1063170,soybean,0.177,44.61,270.19,6.88,13.68,14.39,87.84,504.28,23.16,2143.31,irrigated,pulses
S1031270,soybean,0.423,26.12,199.6,9.0,9.13,17.54,64.05,820.72,26.26,1370.39,rainfed,pulses
S1000708,lentil,0.193,34.59,185.63,6.61,18.17,31.27,63.25,211.37,10.6,636.6,irrigated,pulses
S1088017,rice,0.284,24.55,230.78,6.38,10.35,10.85,62.98,158.85,27.16,1694.33,rainfed,pulses
S1008022,wheat,0.282,42.9,169.25,7.03,10.63,11.51,75.91,308.99,22.37,2003.38,irrigated,vegetable
S1011256,lentil,0.384,45.66,201.19,6.66,11.31,17.04,51.43,271.08,10.81,62.19,rainfed,rice
S1003278,maize,0.438,26.8,268.73,4.8,17.0,23.72,40.24,743.71,14.15,834.07,rainfed,pulses
S1083615,lentil,0.304,35.35,213.43,7.03,13.54,11.3,56.34,567.43,21.4,920.91,rainfed,rice
S1023080,potato,0.312,44.9,133.03,6.49,14.24,15.91,62.69,510.83,20.53,1539.04,rainfed,vegetable
S1040628,potato,0.255,48.33,177.04,5.21,17.33,11.52,56.39,583.11,15.75,2141.68,rainfed,pulses
S1030818,lentil,0.386,27.12,215.54,6.85,4.04,13.25,56.99,219.02,15.53,1707.48,irrigated,pulses
S1092581,lentil,0.279,18.51,188.96,7.17,12.42,24.35,64.81,191.07,17.43,1170.59,rainfed,fallow
S1027582,millet,0.271,29.29,214.0,5.57,10.95,20.11,70.33,191.27,11.65,488.65,rainfed,pulses
S1083923,rice,0.336,8.93,180.07,6.11,5.78,9.95,42.09,118.3,21.92,6.15,irrigated,fallow
S1046685,lentil,0.152,4.3,65.39,4.8,15.59,19.69,49.21,35.28,17.73,373.07,rainfed,vegetable
S1099138,lentil,0.221,31.91,179.35,6.53,4.64,23.78,64.04,238.07,18.46,1475.6,rainfed,fallow
S1073817,soybean,0.369,50.63,229.54,8.58,11.28,26.64,77.51,228.28,28.98,1337.53,irrigated,wheat
S1094312,wheat,0.395,47.19,138.21,7.9,9.75,14.81,26.29,554.66,13.53,2217.78,irrigated,pulses
S1056089,mustard,0.295,1.85,143.73,6.42,12.8,8.68,71.77,312.28,23.31,1715.25,irrigated,rice
S1064254,rice,0.372,42.7,169.81,6.08,13.83,25.93,25.4,385.12,21.92,532.59,irrigated,wheat
S1036192,sugarcane,0.391,25.23,229.11,7.41,0.1,11.52,67.52,132.26,17.39,1411.16,irrigated,vegetable
S1091753,barley,0.379,33.3,204.02,7.07,5.92,15.92,82.06,68.51,17.68,1937.49,irrigated,rice
S1047446,millet,0.246,64.0,176.16,7.7,8.2,20.52,23.99,164.54,25.05,507.74,rainfed,pulses
S1033151,millet,0.261,10.84,177.74,7.24,16.27,26.41,69.57,315.76,20.21,346.51,rainfed,maize
S1009991,sugarcane,0.143,25.51,183.14,7.57,0.1,16.12,37.84,91.92,15.98,812.83,rainfed,rice
S1082163,maize,0.534,35.95,269.74,6.36,11.98,8.5,60.63,376.39,12.59,1678.04,rainfed,pulses
S1074201,potato,0.396,26.91,270.87,5.8,17.83,23.0,87.61,103.93,16.73,1942.45,irrigated,pulses
S1031168,wheat,0.234,41.27,194.56,7.59,16.04,27.38,52.65,19.11,19.65,1269.39,rainfed,fallow
S1020591,lentil,0.451,28.52,120.34,6.41,11.07,20.46,65.72,297.36,21.88,2152.0,rainfed,fallow
S1017713,wheat,0.148,47.25,84.34,6.54,6.51,14.62,55.24,570.84,22.61,1340.87,rainfed,wheat
S1047063,lentil,0.639,35.78,140.27,5.25,8.62,16.22,55.6,147.41,19.5,1660.3,rainfed,wheat
S1099933,potato,0.393,40.3,257.76,7.29,6.02,14.63,71.73,203.74,21.94,1698.41,rainfed,fallow
S1046307,mustard,0.449,6.47,357.48,5.3,9.68,22.85,59.93,117.8,20.72,1383.14,rainfed,vegetable
S1064229,barley,0.246,29.17,188.29,5.72,5.87,20.88,56.56,228.75,12.21,1377.69,rainfed,vegetable
S1041195,wheat,0.296,40.87,183.46,7.15,11.03,20.48,48.47,216.89,14.14,1068.82,rainfed,fallow
S1001330,mustard,0.294,11.43,125.57,5.06,9.74,19.61,33.02,350.24,23.45,1388.41,rainfed,fallow
S1096962,barley,0.321,28.08,162.17,7.5,6.87,20.62,32.33,148.73,15.27,557.21,rainfed,wheat
S1079193,mustard,0.211,27.84,147.83,5.85,11.75,30.43,58.89,289.25,18.11,730.7,irrigated,wheat
S1052252,maize,0.243,47.05,163.65,6.71,19.52,26.11,62.68,414.97,17.4,106.22,rainfed,rice
S1005070,sugarcane,0.505,38.91,82.92,6.47,5.79,6.96,43.08,320.71,22.52,1382.04,rainfed,fallow
S1015501,mustard,0.244,23.91,149.26,5.67,5.7,11.04,75.75,156.61,17.06,1721.02,rainfed,vegetable
S1046329,soybean,0.287,26.97,208.9,5.36,14.29,17.03,41.55,370.53,16.62,638.65,irrigated,pulses
S1096201,sugarcane,0.336,61.04,56.27,5.94,19.82,9.21,53.48,249.68,14.6,1209.5,irrigated,wheat
S1011806,millet,0.197,20.5,158.35,5.51,15.07,8.47,51.84,83.29,15.2,1814.92,rainfed,vegetable
S1001070,wheat,0.493,33.72,154.33,7.87,11.29,19.55,62.32,181.85,22.28,740.77,irrigated,wheat
S1009451,potato,0.346,22.57,187.37,5.05,8.09,13.09,68.02,433.33,14.82,1565.61,irrigated,pulses
S1009237,rice,0.473,38.75,247.06,6.07,10.15,36.58,78.88,434.47,11.86,251.33,irrigated,fallow
S1044668,lentil,0.221,15.06,250.96,6.99,8.0,6.03,56.45,235.28,15.34,2189.75,rainfed,vegetable
S1042198,rice,0.298,35.61,131.21,6.27,14.08,2.71,49.57,234.36,9.86,2371.89,rainfed,wheat
S1031442,lentil,0.318,25.53,230.7,6.39,13.87,13.47,50.58,237.45,23.77,1775.83,rainfed,pulses
S1045936,sugarcane,0.377,32.7,289.62,7.39,10.43,17.56,44.35,173.22,14.2,2443.49,irrigated,pulses
S1041642,wheat,0.342,37.15,230.5,6.89,12.82,12.26,84.95,45.09,10.93,1591.21,irrigated,maize
S1077790,barley,0.291,33.4,91.09,6.93,11.17,6.58,65.63,257.54,19.53,1769.75,rainfed,maize
S1040366,lentil,0.26,36.27,131.95,6.68,0.1,22.34,57.58,214.08,19.93,1302.62,rainfed,pulses
S1006272,rice,0.404,44.71,175.56,7.52,14.86,8.19,30.38,428.66,19.12,164.07,rainfed,pulses
S1027998,rice,0.151,13.54,210.55,7.15,7.88,24.96,51.66,599.72,18.34,86.22,irrigated,rice
S1086236,rice,0.193,33.5,175.98,7.28,13.63,-0.53,52.78,315.97,15.0,1985.18,irrigated,maize
S1045639,wheat,0.444,35.21,102.16,5.49,1.28,4.36,68.83,289.5,14.52,1828.64,irrigated,wheat
S1079785,potato,0.451,51.69,243.93,5.79,18.81,21.7,66.58,426.1,11.33,733.79,irrigated,fallow
S1057404,lentil,0.181,9.94,129.24,5.29,7.99,21.84,65.21,132.88,15.88,1879.41,rainfed,wheat
S1072906,soybean,0.331,32.09,87.67,8.47,9.47,17.86,43.91,644.57,18.44,1338.66,irrigated,pulses
S1090235,soybean,0.234,17.82,204.34,6.13,18.38,19.94,16.75,423.89,14.09,561.52,irrigated,pulses
S1093003,wheat,0.274,21.7,328.36,7.8,7.13,8.9,73.17,156.72,23.51,1774.93,rainfed,maize
S1073117,rice,0.347,37.74,206.87,5.68,4.71,4.81,75.73,368.99,16.25,2307.03,rainfed,fallow
S1074277,rice,0.406,30.85,96.01,6.54,10.62,10.37,84.15,422.86,16.69,1399.6,rainfed,pulses
S1019655,wheat,0.239,14.49,173.69,6.44,16.24,15.39,32.81,560.34,16.62,1711.68,rainfed,rice
S1094409,wheat,0.424,50.81,205.32,6.68,12.26,12.84,68.83,405.31,14.94,1421.57,irrigated,wheat
S1027903,soybean,0.239,50.48,174.74,6.39,15.99,15.64,60.54,460.13,19.75,2237.42,rainfed,wheat
S1093168,potato,0.163,22.52,35.37,7.02,14.72,13.18,39.96,193.77,23.97,1873.16,irrigated,rice
S1044343,barley,0.209,28.91,206.36,5.65,13.63,20.0,65.76,67.04,13.05,1623.42,rainfed,wheat
S1019349,maize,0.611,38.57,184.72,5.47,12.55,16.23,38.23,262.42,18.14,2493.09,rainfed,rice
S1015901,lentil,0.362,34.3,160.98,7.2,8.56,21.43,85.25,488.67,16.56,581.95,rainfed,wheat
S1041629,sugarcane,0.233,54.25,164.13,7.22,6.77,20.76,63.56,121.7,19.51,977.64,irrigated,rice
S1079528,sugarcane,0.065,52.98,111.98,5.36,10.42,1.61,87.65,529.72,20.74,2101.71,irrigated,pulses
S1077823,barley,0.33,27.81,215.36,7.13,3.55,12.2,70.93,580.39,10.82,2027.83,irrigated,pulses
S1097295,rice,0.293,47.29,230.05,7.2,10.35,26.82,47.97,303.82,14.94,1257.75,irrigated,pulses
S1054908,soybean,0.101,31.79,228.96,5.65,7.37,20.93,65.59,401.15,20.79,1809.33,rainfed,rice
S1079828,mustard,0.332,30.34,196.6,6.09,8.28,23.35,27.91,514.68,14.5,908.57,rainfed,maize
S1097120,potato,0.323,14.95,227.06,7.57,14.28,20.4,71.5,563.7,25.82,1571.59,rainfed,wheat
S1086172,wheat,0.334,28.93,184.75,7.01,15.44,12.44,56.8,258.37,15.89,2407.33,rainfed,rice
S1002390,sugarcane,0.097,32.65,155.09,6.71,0.42,5.47,67.39,97.74,13.64,936.38,irrigated,maize
S1011051,rice,0.39,35.77,193.32,5.9,12.77,20.99,27.63,358.31,18.98,333.45,irrigated,pulses
S1051395,soybean,0.274,24.44,124.14,6.19,10.03,23.33,49.43,715.81,23.16,1768.96,rainfed,wheat
S1005970,wheat,0.332,31.15,208.87,6.72,7.51,14.41,54.94,276.66,10.72,1978.28,rainfed,wheat
S1081457,lentil,0.315,26.54,130.5,7.22,8.32,10.15,63.33,72.64,22.25,1987.94,irrigated,vegetable
S1011587,maize,0.363,33.48,175.75,6.22,10.7,12.15,47.81,228.38,20.98,111.39,rainfed,rice
S1095769,lentil,0.269,35.81,148.33,6.62,16.27,25.97,81.06,111.1,16.88,624.65,rainfed,rice
S1089302,millet,0.244,50.3,77.26,7.08,18.17,19.0,52.1,54.05,22.2,1576.7,irrigated,pulses
S1071673,wheat,0.349,29.76,129.93,6.55,12.81,15.92,61.46,640.41,9.69,339.49,rainfed,rice
S1043857,sugarcane,0.376,34.05,208.23,6.37,20.24,7.51,60.51,103.23,15.28,1035.74,irrigated,maize
S1002220,barley,0.344,32.26,207.72,6.03,13.6,19.23,79.17,180.92,11.07,1759.21,rainfed,fallow
S1067366,barley,0.463,40.24,189.73,6.94,9.36,30.25,59.49,248.14,14.26,41.6,rainfed,vegetable
S1063750,potato,0.334,39.93,225.64,8.15,7.63,16.57,53.57,72.37,16.23,917.56,irrigated,wheat
S1026077,soybean,0.174,70.49,124.55,4.89,3.51,22.03,55.4,136.89,19.02,76.01,rainfed,maize
S1043483,wheat,0.315,44.27,185.02,5.89,11.17,21.04,60.59,300.31,23.14,1288.24,rainfed,vegetable
S1015832,rice,0.316,42.61,203.93,5.89,10.8,15.59,45.16,939.97,15.86,1130.94,irrigated,vegetable
S1035025,mustard,0.295,11.19,235.93,6.25,7.91,27.23,63.95,254.62,19.72,2433.42,irrigated,pulses
S1021374,barley,0.299,32.82,241.19,7.53,19.19,11.09,52.81,7.25,18.98,1390.43,rainfed,pulses
S1057605,mustard,0.435,39.19,141.23,6.91,7.03,11.81,59.18,104.7,18.38,1723.0,rainfed,vegetable
S1032004,rice,0.458,21.96,243.72,5.97,1.17,1.68,46.1,900.35,17.41,2261.87,irrigated,fallow
S1035426,barley,0.385,31.59,154.08,6.15,13.07,3.95,72.06,239.65,21.71,954.59,irrigated,pulses
S1046516,millet,0.431,26.99,286.38,6.04,11.53,13.9,67.52,480.51,26.79,2050.52,rainfed,vegetable
S1018538,millet,0.305,24.75,278.42,6.29,4.03,15.79,73.75,378.91,16.47,732.26,irrigated,wheat
S1017172,millet,0.232,31.29,40.86,6.0,21.08,30.79,77.22,83.15,22.42,10.49,irrigated,vegetable
S1001139,rice,0.176,8.26,98.63,5.97,12.38,14.05,88.9,320.14,16.78,1481.02,irrigated,rice
S1049468,barley,0.417,35.03,284.71,6.0,6.64,3.01,55.09,16.86,25.08,2427.52,rainfed,maize
S1015113,rice,0.235,7.87,238.86,6.65,12.55,21.45,70.47,31.41,19.34,21.22,irrigated,wheat
S1042569,rice,0.375,45.6,200.63,8.47,11.88,12.08,59.24,170.26,13.08,2346.13,rainfed,wheat
S1030040,maize,0.061,30.98,132.02,6.63,14.46,12.05,54.87,366.02,10.5,1162.18,rainfed,maize
S1073897,maize,0.376,33.75,305.93,6.11,11.45,18.1,53.65,839.29,18.14,1859.4,irrigated,wheat
S1013309,millet,0.142,1.0,189.99,6.57,12.92,15.6,52.36,188.39,14.2,1281.81,rainfed,pulses
S1029343,soybean,0.363,34.79,195.19,7.77,5.3,18.16,29.38,466.96,19.09,124.38,rainfed,vegetable
S1039304,sugarcane,0.347,43.0,172.87,7.74,15.69,14.77,55.3,440.99,19.89,1305.25,rainfed,wheat
S1017627,wheat,0.6,41.38,195.6,4.74,11.82,15.74,88.13,465.16,12.84,1389.09,irrigated,vegetable
S1014237,potato,0.318,50.04,118.72,6.24,7.72,23.16,58.65,36.03,15.55,679.72,irrigated,vegetable
S1078440,rice,0.163,29.34,284.48,6.01,16.11,8.18,40.7,247.19,17.2,2421.94,rainfed,pulses
S1074806,lentil,0.407,43.97,221.26,7.1,16.96,25.16,73.68,550.99,23.92,715.83,rainfed,maize
S1060879,rice,0.388,32.77,180.39,6.12,16.8,11.98,76.17,511.39,20.49,887.06,irrigated,fallow
S1072058,mustard,0.478,46.71,136.46,7.21,11.36,4.33,85.8,504.82,12.98,2469.66,irrigated,vegetable
S1041055,rice,0.208,36.49,119.45,7.31,5.0,18.11,56.03,78.44,21.86,1685.67,irrigated,vegetable
S1079152,potato,0.403,42.13,200.01,5.02,16.29,24.18,52.27,102.73,18.08,778.89,rainfed,pulses
S1087590,mustard,0.315,22.79,248.12,6.32,19.51,13.38,62.13,369.95,15.77,1871.46,irrigated,pulses
S1019051,millet,0.337,24.93,304.69,6.15,11.53,27.3,71.9,204.06,15.15,10.93,rainfed,pulses
S1049732,wheat,0.449,31.84,121.39,7.71,14.45,14.36,66.91,51.59,16.83,2342.04,rainfed,pulses
S1088673,sugarcane,0.33,29.33,106.92,6.74,8.22,26.28,79.51,163.54,22.63,1621.87,irrigated,wheat
S1023686,mustard,0.461,29.47,245.3,7.06,12.5,16.24,48.64,198.63,16.5,125.26,rainfed,maize
S1075814,mustard,0.595,26.38,229.36,6.43,9.62,13.69,64.08,56.97,23.42,2150.68,irrigated,rice
S1037973,sugarcane,0.194,19.18,175.5,5.67,17.99,6.32,52.35,424.94,15.24,1959.03,irrigated,maize
S1062689,soybean,0.488,34.83,214.94,7.2,12.05,20.7,28.25,1155.74,16.21,1527.15,irrigated,pulses
S1034285,lentil,0.205,62.82,157.23,6.9,16.42,19.74,45.53,1392.68,21.98,649.5,irrigated,maize
S1072431,barley,0.505,51.92,230.27,6.48,13.65,13.71,77.42,191.11,12.51,1194.26,rainfed,wheat
S1058034,potato,0.441,38.32,207.59,6.58,7.4,3.22,49.94,250.9,12.76,2468.36,irrigated,vegetable
S1070095,rice,0.616,19.35,286.37,5.2,15.53,12.55,39.32,95.77,20.29,216.89,irrigated,wheat
S1066519,potato,0.37,37.38,79.46,6.58,6.33,16.88,57.94,52.9,17.64,1365.02,rainfed,rice
S1037054,sugarcane,0.351,43.85,149.79,6.42,8.49,7.11,72.71,498.58,15.05,2063.38,irrigated,vegetable
S1078144,barley,0.187,46.56,152.98,7.98,19.62,21.67,52.24,181.61,18.7,1780.13,rainfed,rice
S1022751,millet,0.358,27.21,169.27,6.35,10.72,17.03,50.81,393.92,13.79,2291.16,rainfed,wheat
S1023591,soybean,0.214,12.95,166.44,5.73,10.6,13.71,38.37,310.87,20.73,1743.46,rainfed,maize
S1062738,wheat,0.45,63.54,87.02,7.17,11.13,19.21,38.34,623.22,11.34,1418.52,rainfed,pulses
S1006812,lentil,0.255,37.14,150.89,7.64,14.54,29.2,45.08,375.01,19.48,32.05,rainfed,rice
S1098041,millet,0.306,29.77,236.19,6.89,14.65,15.32,59.34,188.43,22.7,1238.71,irrigated,maize
S1075260,wheat,0.216,31.73,206.89,7.25,2.7,13.42,59.47,315.79,19.86,2342.48,rainfed,vegetable
S1021982,millet,0.229,11.8,217.27,6.34,7.24,22.14,60.53,237.22,20.95,1473.96,irrigated,wheat
S1099805,lentil,0.44,17.1,171.95,6.29,14.28,19.26,76.08,58.75,22.22,1329.91,rainfed,wheat
S1063121,soybean,0.264,34.38,121.24,7.6,8.26,8.84,66.27,275.22,13.11,2050.25,irrigated,rice
S1040441,lentil,0.219,23.56,185.64,7.0,4.22,21.59,50.57,35.45,18.58,1574.5,rainfed,maize
S1021564,rice,0.382,38.3,260.02,4.92,13.95,10.33,39.74,394.8,13.83,346.55,rainfed,fallow
S1033499,wheat,0.371,26.85,219.24,6.96,14.8,22.73,63.79,401.64,8.33,55.94,irrigated,rice
S1083314,mustard,0.107,33.82,100.92,6.46,6.67,17.8,46.09,217.56,18.52,1012.36,rainfed,rice
S1058205,sugarcane,0.299,46.09,231.72,7.74,10.23,20.56,73.27,124.35,21.91,1520.99,rainfed,vegetable
S1039990,rice,0.199,43.73,91.93,5.59,14.88,26.32,81.07,229.01,8.13,403.51,rainfed,vegetable
S1072839,wheat,0.324,54.47,208.56,5.09,6.83,20.31,70.77,107.54,13.26,328.74,irrigated,pulses
S1000115,millet,0.416,40.62,243.02,6.36,5.44,6.23,90.16,80.79,18.51,2178.65,rainfed,vegetable
S1068389,millet,0.295,34.34,173.89,5.79,6.1,7.84,81.77,52.95,14.39,1832.73,irrigated,pulses
S1066085,lentil,0.156,20.91,160.52,5.87,3.04,17.63,40.85,230.93,18.79,552.01,rainfed,fallow
S1023514,barley,0.248,43.94,179.88,7.05,2.5,19.61,62.89,277.99,9.99,432.84,rainfed,wheat
S1027966,mustard,0.38,45.9,183.96,5.1,6.31,21.63,70.43,812.44,19.99,1462.61,rainfed,maize
S1041502,rice,0.302,19.0,116.34,6.71,7.15,26.99,71.67,169.68,20.04,614.17,rainfed,vegetable
S1097074,wheat,0.434,38.74,271.8,6.82,12.56,9.34,71.6,485.01,24.58,1505.82,rainfed,wheat
S1006334,potato,0.374,49.54,145.24,6.94,17.73,24.31,70.33,247.63,19.73,607.81,rainfed,rice
S1028406,wheat,0.48,55.7,184.69,6.84,10.69,14.88,52.61,757.41,18.68,2288.33,rainfed,pulses
S1044496,millet,0.197,55.61,224.21,6.98,10.29,25.41,41.65,172.48,26.86,315.89,irrigated,wheat
S1070616,rice,0.305,38.29,183.51,6.44,17.48,17.29,69.69,118.67,11.86,1217.58,irrigated,rice
S1067080,lentil,0.266,33.12,225.12,5.91,3.07,6.25,43.75,224.85,12.7,2140.41,irrigated,vegetable
S1065440,potato,0.19,26.7,121.26,6.39,7.18,15.87,66.49,368.0,16.54,2232.82,irrigated,rice
S1020668,rice,0.492,28.78,206.36,6.1,6.9,10.85,50.27,161.37,27.87,1559.52,rainfed,wheat
S1040885,soybean,0.298,34.06,173.24,7.72,16.32,22.52,61.98,160.01,17.13,551.41,rainfed,rice
S1059239,potato,0.435,29.18,243.62,5.75,12.87,17.44,60.18,424.98,18.66,1360.22,irrigated,vegetable
S1040299,rice,0.365,41.03,170.84,6.89,11.44,14.57,39.86,278.75,18.25,326.9,irrigated,wheat
S1032269,rice,0.42,31.9,140.02,6.46,14.66,22.06,51.33,401.44,18.27,1198.36,irrigated,pulses
S1001364,rice,0.39,26.59,241.69,6.54,1.83,19.71,67.72,422.88,17.79,1832.78,rainfed,maize
S1032610,rice,0.169,33.44,188.56,6.07,16.94,25.51,84.74,296.31,18.21,824.26,rainfed,wheat
S1032248,millet,0.188,48.38,162.88,7.45,12.9,12.54,46.46,144.02,17.93,545.12,rainfed,rice
